source;target
359777;603310
9890;9891
317535;751973
832994;831798
995616;21704
967520;973777
1045474;92288
727104;882169
320036;71119
989431;989206
142750;101535
866613;866722
715875;368998
1008851;1076417
849879;557765
650994;342544
161512;14854
951763;951691
845836;293875
149444;149438
971605;965810
150421;149943
111126;34183
564279;661335
756442;754592
34462;345839
160347;159958
131620;131607
848865;836645
388700;566
833202;1056462
815919;451882
937375;937385
464267;15897
951501;951608
58629;17900
341352;317359
476533;81432
887609;5843
842853;69143
952325;291
144697;611754
522495;1008439
917960;951658
882387;882431
234813;332275
153173;153162
973765;1010926
950682;999273
148860;148989
152674;152588
4471;3047
362821;913972
2954;3963
646932;469502
844596;843454
11193;47705
1059750;935618
1047600;1052829
9966;3963
1052457;1004848
584387;291
736540;746951
378973;378954
903278;973688
122419;102753
220968;459173
763322;929829
707732;66540
149913;149871
840279;851564
755954;160106
379824;17867
538532;391
867534;77744
756403;160322
377871;405989
458106;218052
819862;26816
247131;519756
758011;758073
704958;698350
137640;14675
997280;703279
986542;989427
351081;351196
942088;264147
774125;774213
197058;409782
921396;965575
1028548;801402
41211;17307
134128;172947
319932;299091
745508;9624
148905;148651
951770;951529
274599;559556
90460;20124
791103;736462
756892;758570
20077;39094
375123;383947
148782;148687
243177;171154
32000;499015
531988;770514
830451;833120
404324;5596
164674;743241
15773;698362
5909;19033
31763;157594
351295;757292
333;11481
127130;3772
957597;119741
160063;160141
713020;45702
676869;368
10083;188998
654290;220330
1012513;990080
68495;19654
127523;1021015
1054308;835929
149262;149044
159601;160222
160010;159992
921665;934029
159643;159968
833120;830281
52851;7474
159644;160035
400;86448
150053;150269
159663;159813
149194;349246
819338;822560
8151;107238
8356;9887
190056;657
9961;3992
397465;809705
307613;15275
754102;159628
445047;34641
790250;201984
153111;153609
846059;853715
116455;437808
835082;101685
978163;52439
377513;39476
9104;9861
9871;9827
381680;380229
414596;414623
526068;219863
160128;159930
658410;33296
655308;145849
1056472;833211
499687;400390
654053;755183
1064973;141239
840672;4003
935755;917531
971333;972095
852900;849056
654229;652043
276363;2099
371704;27105
1054301;1045506
149160;149117
122031;121987
475167;46966
996063;58933
971916;902903
833319;1048979
838693;838930
88380;14295
505852;6714
951458;951461
973585;31817
935796;934086
331957;327263
896883;342383
2896;19559
153226;153401
451330;653140
299419;480912
80408;65191
725933;144
333038;30137
1103537;13422
219934;454771
1005173;1091536
854379;783649
656424;158457
159673;159904
688312;4867
1013050;860391
149895;149918
470506;843975
936434;7455
1072992;456766
10099;10599
47196;878445
159761;160235
377871;109215
8865;448322
351868;351418
614492;614710
368133;152457
604199;690306
381701;381651
969101;444852
666190;53152
150320;150249
851865;852885
530072;153886
849666;847440
1056484;246
592368;954367
338243;78337
380810;7443
470548;848988
592261;60698
680701;661823
152890;154113
645394;645845
156299;71241
148699;148712
148728;139787
9532;17301
820782;75636
15082;3407
8735;21168
921401;921130
160349;160177
150135;149945
1025649;1025789
689408;692162
987920;989204
367169;30292
5961;23663
1051545;12442
835760;1045507
759878;51910
809540;809560
995917;170
7545;9908
218466;852558
546354;14851
128690;4003
41340;58499
334086;657854
549754;34941
165447;29940
987925;973765
977089;460782
336940;219589
174345;27285
19306;759954
48295;7343
761260;14396
650981;13403
381856;379034
160187;159914
153159;153398
153032;153609
814341;991245
335528;14820
153582;153191
482778;855620
480907;480964
831581;855172
918027;381838
8016;45420
84157;65695
1027010;1027087
465069;20182
13172;349729
989433;973340
54465;37598
148804;148756
170677;409509
71316;71186
972068;967533
375999;866164
178415;2062
820796;17083
734983;734787
950723;1045463
767566;658515
293866;835909
838802;541057
840975;854626
380343;381751
1052615;833211
698795;283153
55948;44000
36265;304686
379409;113862
344473;344515
558612;786047
459705;330595
1011276;965395
689137;11705
159716;159752
965686;966009
26432;625485
1068507;1068519
149984;150398
368703;285730
971354;656194
159615;160135
849688;838849
143727;187625
985776;917236
380394;381620
1030341;1030243
22388;22574
153760;153462
152936;153884
1035981;1035989
618352;17333
69427;152516
438997;98
830366;1013042
215354;56
600674;32250
849603;837436
1067588;1064997
318545;320496
153139;153696
570379;21454
167690;167698
13767;7451
985873;1034970
235454;318687
319251;234464
148868;148974
772505;4951
535830;533180
291687;324619
1054297;1047405
704573;704792
837502;842325
148177;159547
315115;313940
192765;151017
150182;150408
935778;965998
149177;149117
287500;150104
887858;10298
1012923;291
153050;153747
423103;118494
377681;377684
1010922;990413
124837;620993
843973;556090
96712;745959
298642;297091
1073128;1069431
968168;1059750
60244;60246
149601;149632
929559;247532
855385;846064
1041864;980474
159879;159665
376928;31768
447146;614708
853386;839103
180360;191127
102725;9948
379448;297347
148757;148696
8236;7673
181193;36351
148880;148829
965993;966031
808718;292
804798;757292
159741;159634
842267;844382
149953;150354
830361;1010981
651970;91696
154625;154311
885500;2916
839084;854008
166029;821038
4718;41143
1066024;1060465
117687;39068
334568;951609
381867;379058
143804;145849
1037986;430419
435196;435193
54463;56746
88307;21239
150177;150170
198669;63864
122040;122046
755954;159736
845164;58212
159711;159726
351861;414713
946531;950344
484107;33940
150066;150151
460550;205294
951525;951685
1083392;342383
153252;153256
830353;832602
33940;298719
891901;245636
456339;764706
1023754;32922
9943;715270
153816;153296
216796;3992
62423;54984
900100;900081
855762;556088
890721;901183
42781;66103
69369;9645
750046;144
722676;227444
622259;590249
320084;356513
965682;966006
1083409;1083395
153999;334049
51781;834026
149776;149706
1059748;1043020
1106258;1102949
951657;951536
744466;10133
1082576;3597
756269;761712
333517;27263
924890;343503
219834;18041
1049291;1045505
4570;4052
303618;236072
131361;9265
31310;172955
472563;599766
33158;935354
148667;148885
9870;9867
458434;576355
677990;231967
689127;708639
276030;576429
153060;153350
111219;670735
160041;160006
280250;285237
803079;307230
310115;818690
1048148;211988
177466;953015
909191;565320
147783;156049
116686;626289
600670;625458
1012344;797938
557750;847568
64076;16302
10050;639181
716330;431106
902907;981940
153434;153577
153279;153330
866783;567742
214205;23804
42155;133962
830437;973496
892112;10045
1073649;55235
145845;148537
1036065;5290
989411;989298
63296;456686
153644;153153
1055194;759849
8236;9730
752856;452765
1042474;271071
991245;753605
841335;884087
748814;291904
381675;381787
1048970;834257
564276;301927
770698;62
980708;980707
832934;837435
821593;937563
473959;51926
341562;317326
512118;18643
1060702;20464
480032;55134
9659;9808
779286;15766
35744;267183
989449;873986
149159;149072
1069302;369026
804591;810477
836146;408513
166616;1106269
908207;951471
5165;3309
477454;244282
156728;138983
763224;972631
262;4941
1055278;475014
528724;162455
556571;577970
898087;898156
982109;792697
284315;865256
9861;9971
124235;42983
736042;302375
815814;149425
794398;4003
692140;11705
828531;857855
853712;470516
803052;367908
75260;75248
424182;429814
450656;114270
576105;85326
167540;124211
982345;59306
168832;312482
349329;721370
964983;144
9937;9846
77124;62409
23948;506483
5740;32
892113;710658
67821;81210
293863;836896
591678;702357
836896;842218
10547;1064789
382148;454517
1056575;1049303
287011;403098
165469;165445
717256;847289
3735;95937
706392;703382
918035;381699
102158;122294
546581;546658
739765;857614
585585;343139
47988;32031
339663;21873
1106606;353822
791257;676856
3440;2113
896482;6153
911057;122142
832934;972047
8643;3009
193279;193285
382412;951513
218375;218376
148690;148663
149845;150107
1055280;918837
150207;149976
318424;219595
902519;10135
381867;379055
3471;845885
352081;452435
383927;5311
961893;62233
52474;6116
897749;897716
804753;196292
188979;433959
939997;77644
587651;51913
965154;618686
731179;789360
839051;717256
122419;122275
148757;148692
20979;976950
1056446;1056559
778612;778611
934021;92288
1043285;950723
139207;23721
283433;556571
444740;239637
980500;1023886
117136;38283
83107;115366
93294;2041
935811;919488
913424;250612
197053;114886
159808;160167
837029;847384
973440;973438
121093;292784
153286;153379
7108;378177
577971;261311
683942;1024733
159711;159910
1110481;78342
973367;833123
302907;4891
127127;131312
394738;732425
744598;638101
729249;42899
840282;845992
968887;363216
426248;446049
509288;760256
919585;889388
245306;121614
759274;759210
920040;911164
300885;473
947191;18076
378885;380346
160108;159874
91461;620993
835811;482772
154876;154543
971512;987783
1052901;433075
340103;845628
523211;323809
1013061;830268
855168;830263
470322;3772
149848;150058
710824;248209
329076;269586
713328;370248
821335;381487
183165;363
950718;950772
835082;845836
218066;230056
286809;7458
1040360;1040418
683599;499417
1052944;7443
161379;219587
645524;645378
153022;3328
749590;749589
8413;459386
987777;985758
982050;792576
298151;4108
416486;317167
917224;965689
1111252;1108149
931798;934455
837273;855753
5152;32660
862100;12228
102174;122114
382003;381926
206301;747315
837298;855488
761726;761733
194557;334044
844357;122243
52346;139780
549500;2964
379052;382007
154876;154280
977338;973673
705285;97737
379011;382017
675546;763329
437160;72490
63535;777840
1043404;1025300
262616;92288
745218;876458
10964;51085
621232;254123
858866;18029
14912;28785
753255;160180
414022;428393
150191;149928
719765;44236
80809;79073
1054931;1052912
380390;381607
10102;5103
1;18047
756034;756470
760662;756419
380290;378929
45343;23712
470708;470578
982947;62
9791;9926
153649;153163
148798;148922
938935;92288
470580;854658
651087;854152
799541;526689
828844;830026
356200;201867
934090;919831
951703;915685
966042;966039
884265;938804
6338;828224
792588;982111
255188;252364
349420;714259
89040;51746
82444;8390
754102;159603
470008;151690
543857;731083
7577;11128
772605;760183
826418;847141
1045511;1032429
75873;787830
148680;148905
799022;763972
835081;849970
884979;760861
899552;277017
106949;88690
307611;62
297173;139776
19975;15590
159604;160306
737561;76467
288645;291022
295394;391
85919;636131
663348;664817
160425;219352
8728;120767
969944;101683
148884;148776
965654;934173
990416;903270
810315;660091
152591;284532
973776;972050
5152;9970
636556;636856
415235;15538
799441;869185
838751;849525
35750;29827
609981;55134
1103148;1099215
579964;249392
160106;160253
849306;835797
150335;150331
21991;222227
775211;462867
241135;403
990410;902943
90409;17601
321410;326911
241361;519756
153136;153808
856733;856088
159922;159877
433847;127372
159843;160345
760254;754543
341852;219587
773852;588988
1004854;972064
34663;157463
989342;1010943
946416;101683
1049496;1054297
110352;9219
945523;919273
764152;101681
304767;956
127370;127369
15897;3463
148887;148799
65131;13531
973395;987929
29629;4867
147068;205992
149743;149800
159862;160143
1003625;406030
78597;231849
935680;933884
21820;5034
835971;849080
8764;5156
283766;106697
153522;153161
1103753;2062
919872;966029
912391;941760
31836;28041
1070583;367799
160088;159805
26815;26809
657683;321855
899198;899196
155112;144
503936;971138
11041;5289
109100;79082
85028;427515
469986;470008
214572;925370
1025679;542022
9898;9928
9972;7876
164446;158009
270835;126105
830208;833117
835968;556087
160104;160284
778162;783509
311587;13226
79439;9183
758092;756208
341162;342840
333988;326879
112964;449230
297081;1053008
100841;23068
821019;820586
945105;1063433
332610;789851
543147;563786
909006;905235
167516;90746
704824;722476
305164;307190
836532;834838
122671;122402
9919;170872
352114;814956
149475;149543
150039;150277
805728;58852
159647;159824
157249;157209
864711;407337
70319;9067
130029;130031
381810;380238
307791;301017
797099;890385
747982;747973
1038647;120357
374125;951717
220564;848946
88820;88832
86997;137588
819340;831768
482781;854433
733998;448592
935797;935755
1054447;1056471
9863;10050
933934;934014
965676;921355
445144;296194
457569;857593
153538;153276
119991;958725
695158;695240
773316;750059
17359;171385
381639;378879
761143;794804
1044165;219592
1013052;969950
51061;401476
259731;245373
978379;838858
153058;153252
13790;135811
381683;381681
875075;660621
894358;895160
981937;858453
363214;368305
378882;175018
164899;50642
381982;590099
319051;61939
1049304;28272
1027004;1010057
1034434;1026426
119597;337426
1100622;107799
150312;149866
260156;302511
800368;905633
1111725;11243
921487;965690
60992;119715
890261;681123
458361;196038
21758;265387
899895;340586
519371;309220
320607;234486
341218;341569
149098;149157
98950;22982
78414;44783
122400;101681
917429;947598
928459;62838
199392;363
812859;828680
159745;160223
988848;988847
716619;857614
149993;150368
88132;6370
3069;3078
950581;332
8528;8065
150182;149883
704923;674478
152865;154047
985787;967528
837301;821134
566362;109977
986530;971917
836532;1045516
951693;951757
972087;989347
1021257;1022961
65667;114518
889297;919585
205686;166366
989336;874467
902570;902843
547686;14674
121719;3009
828719;52150
1084810;64846
1022709;1022961
847566;854409
855381;852799
623201;61718
31889;20545
714039;2161
101729;743684
159785;159651
159852;160204
99653;6494
381703;381824
1012345;797918
332907;416672
874126;1004020
9795;22162
149937;150136
80389;80480
602261;427278
122264;122289
154955;709117
197282;40995
855685;849914
306154;8496
735243;97927
14187;355411
379448;380270
828274;892851
381785;380348
9887;6826
147070;147054
703123;836903
554248;1089494
291213;248034
76613;62141
297132;339486
153106;153285
839100;836645
756206;759765
150189;150088
294257;885489
987964;968180
985092;86837
900028;323098
9880;9934
704462;705744
967529;972121
873288;1108145
697753;873393
129576;764797
766825;761025
5414;451617
149096;149258
619227;262601
951501;951536
79324;59495
34678;606
380336;381952
919540;917238
545014;107841
1030288;6349
855651;836126
1051060;498564
1104882;1103152
878207;219828
917435;921365
953875;773027
857772;828664
9881;8380
976564;976563
950723;950730
502658;783234
417325;41468
346205;346280
454509;426075
919861;965684
153078;153497
321855;730043
225163;952833
704657;704109
961893;184030
3992;524482
121535;122420
952862;947965
530559;951751
159765;159934
28372;32890
9944;9976
664342;60698
921517;965435
291265;283433
10328;743652
968185;291
34325;6792
864307;752872
844503;921138
771853;847141
422490;203533
951731;952551
896782;12976
917223;1063208
1109535;1108350
835756;1052915
844148;844931
391329;1017114
794842;3463
1055277;475027
160084;159767
48208;43686
965691;921354
381602;378902
102022;122417
896112;895960
664332;379658
673872;870996
94255;5075
160067;159778
1042519;400063
284726;116110
149157;149282
526689;303060
972879;66945
989372;902903
856510;1018330
727637;129044
917122;934150
149101;764367
242948;271031
9894;19286
946274;427700
138165;114163
866642;59306
153460;153194
130393;639159
142604;84657
775210;342248
768670;511284
758022;758086
980668;989498
1030361;19465
1065132;771844
10380;8013
378957;381972
1084624;281150
119597;945491
345904;21562
873989;985758
7459;6285
137229;620993
758067;756063
351138;351147
791095;793780
153177;153078
882340;882252
180418;180421
286387;253216
130778;171185
129624;33937
380862;104
159621;160296
982080;982069
850346;114693
999273;1043552
827350;484336
285484;285482
714430;847618
148841;148796
890322;610876
542681;847486
977022;128131
10031;9909
150226;149870
162514;155952
424803;995350
148073;929389
666734;368998
868036;929494
153541;4003
350464;43686
951752;951461
1026362;283443
823720;771029
556089;854434
549440;100530
951599;908191
150001;150081
770677;52765
758090;756224
153303;153765
1012363;219587
1079763;291
18065;402004
1086490;1086362
1063379;1063386
475095;314138
12437;346198
3065;101154
7469;765685
57103;48847
468249;433178
54179;349246
1054313;1056467
699307;185194
159703;159873
6431;294809
987774;917448
580286;473
1094346;135236
475791;7687
52576;19081
573734;276030
707143;106800
146897;147389
150441;150174
1027673;1061397
274848;108966
470555;470575
159920;160205
154522;154197
1013215;830202
834528;1047641
896835;884087
139772;139739
152830;455655
148748;148901
849688;854662
150195;150237
160328;160200
662099;663243
159636;160120
760861;1090043
706548;948349
946541;946529
438763;65584
301898;317526
1065103;1066899
452585;106800
381938;381849
153156;153372
845834;837162
891947;57600
142629;1089446
160173;159981
1074130;928299
1045215;1045461
378378;664
392501;324375
153179;153751
23424;63314
973368;830361
381688;101683
152663;152721
1052610;763905
151182;126455
967938;969999
99005;831463
206282;528
1045512;1048970
10065;7476
609884;1063380
6472;93585
777437;291
834662;1022093
143191;92288
802285;1088009
149262;149048
564869;120168
556081;839083
340733;285248
429213;819600
748055;889948
9955;24225
969879;967547
122317;122001
5843;829429
1054284;1056431
837190;658969
993135;20285
32888;795594
1014564;1014625
302013;301766
1054931;1052615
506969;881899
1090040;152465
3219;376611
221338;129473
905704;951727
853318;557753
620481;616750
934029;965688
205670;7510
973208;830262
646706;5001
153092;153467
10071;9791
760473;760446
446157;446174
48736;664361
841786;842199
159616;159858
1014569;1014634
919847;933856
268696;244774
609338;99114
81053;88306
966020;921394
663701;663345
844699;16971
794824;291
4015;332
475043;287367
934071;921675
121535;122259
649903;944263
159850;101681
522901;505027
986367;582488
1056464;1056449
8427;6642
150193;150278
1013453;542022
159633;160008
686984;1055621
759001;760880
259849;455510
455664;466979
47256;59252
755557;739955
141373;137349
10054;80837
72199;72824
280214;436209
557765;512747
973338;981930
85013;60177
153071;153099
470521;557756
9670;17341
867953;850562
153816;153805
945522;917536
32743;743670
470524;838914
143930;143942
917558;919306
3595;53
7673;21026
1028980;1029092
746927;716330
9840;2866
530072;52813
26942;783649
299579;3049
160098;160000
833118;832973
971907;183863
10073;8152
149906;149880
160322;159914
43365;857085
362682;967159
380228;297167
159999;159972
326635;321531
341352;328676
44173;438577
320080;299306
316772;728851
46209;6253
109578;115943
301582;9089
551523;949119
849435;836537
987965;972074
718462;578611
1043022;1035594
12758;18863
205926;171154
381819;28272
148857;148944
470516;838922
153865;153970
949486;3009
178107;870793
8745;3796
129078;378549
159800;159738
756258;756477
197477;2062
749535;101019
189000;9659
921134;935786
280736;436211
935681;917563
860078;830204
122276;121782
705737;1012806
10331;32737
917275;935682
10031;3796
381762;380231
735845;123666
262428;252290
968129;968139
705951;154927
160285;159926
153277;153659
317867;332278
756260;756226
361817;889487
1031782;69690
168568;974485
289283;205183
257052;412
973333;1065103
999268;946540
280333;29569
643596;735850
31242;3299
122368;11521
147072;147057
702357;704948
786031;12318
498035;6665
843971;470496
950774;1043416
14850;11192
1070382;17332
760863;758246
533682;391
773923;679183
892105;895730
177114;703966
764559;865483
269537;1975
852900;4003
24582;221729
460;15635
1077166;78306
1098044;1053026
118603;340586
985787;903233
153290;153785
831978;459168
344496;249455
761736;756418
7874;62411
756386;159803
446175;15218
735578;683068
160279;159953
388834;21875
629033;49423
94358;454517
144872;124240
154490;154594
51;454817
109500;109485
919869;934032
165596;566
919832;965653
303593;1038332
154821;154198
933903;966036
317307;317570
160092;160124
9847;9266
153170;153752
832602;833117
757005;654258
933751;919309
157244;28272
102001;102893
837301;849525
159629;159913
1068507;1070078
159779;159641
29722;391
912455;30493
152556;152664
846058;855380
1010943;986537
754010;159758
774203;143516
716317;6116
980037;707174
188995;597887
1056438;55132
942422;527839
152603;152615
386504;237722
845846;844876
849529;837505
319251;320706
470986;131809
91573;169955
705730;704931
242589;308551
303973;299163
921355;933919
926380;5074
155561;155661
260700;359633
150457;149882
560018;411
1045043;728075
152617;152501
62639;757292
621784;22215
1088263;606
841830;849550
55225;16600
857563;813768
360966;1048892
219922;221991
903577;893038
881444;64792
711579;521366
880240;11192
917554;921389
154338;154131
641622;1023359
379448;139778
919837;922020
150242;150353
153166;153608
987920;985737
874474;834899
633638;9485
32744;32834
546582;546185
1054138;1054297
900106;516925
565226;38681
218630;232586
758078;756197
917414;966016
111814;112481
947598;965653
756023;758432
5099;775212
758210;760860
175226;243880
153782;153459
163249;9266
18663;128969
153053;153471
318141;319909
149576;209332
1035128;1056679
499354;678599
122314;122273
866300;866659
951920;955701
8463;822398
151788;152261
939077;935236
70033;122283
1038037;19657
368124;3528
1014706;1014849
160331;160275
755965;754591
1043059;305
755964;758247
129826;42899
858404;126775
851226;470527
17845;168607
351740;673
160298;159871
902909;895788
159814;160147
91699;247372
1049293;1047166
35332;361586
363;697633
153435;153263
664910;563597
408315;858599
159071;199591
752905;368998
756206;759583
155557;155547
17081;520489
950711;1041277
408513;80376
919554;917233
161923;28942
470489;840218
150180;541368
149276;149217
380301;378897
148980;148886
951735;951521
982323;982318
704558;698345
759185;611776
918081;236074
683109;686628
247424;912071
37083;454885
623635;793665
756299;754611
122092;122669
154887;52360
82427;817219
459700;31817
812139;13526
82406;213590
160150;159892
917220;972082
155341;219587
320692;21195
1032906;943508
922019;921417
150184;150319
154547;154161
205252;205251
940171;145426
855684;847439
102717;146660
154416;101681
839518;771730
345681;400635
154968;18663
945768;9505
647519;647485
1061732;9501
312513;38249
1099526;1089806
197223;93442
451668;34945
892395;971593
876271;397852
749808;749541
921398;921368
965399;921671
317361;317390
145964;620993
645394;892982
631997;620993
160329;160085
965443;934037
381835;381605
958927;242760
842281;482827
835754;1004710
935806;921668
547262;548408
9219;1076190
197261;868545
36181;1049290
470703;838816
921482;935785
160141;160154
764912;33485
795161;137793
1076218;44590
150427;150372
973769;989423
1091655;13773
597857;111466
715579;223787
1073255;699560
842282;855541
1035124;835940
262888;258666
615157;920262
579962;8540
260597;31950
149846;150189
286809;121621
380266;381609
380292;381619
973760;967529
986508;985453
752863;402136
160090;160310
1039737;952328
935688;1063374
381757;378895
849527;835971
1033488;64967
188998;404309
900542;44196
903009;895495
91252;54124
221386;823137
755398;755397
159717;160301
873595;39811
316785;475064
377871;9662
536358;499771
152702;152560
849242;845993
778162;783500
175149;225002
951726;951482
236674;234999
411724;926865
645324;70967
794785;794791
66214;8356
995396;959561
794512;791450
149007;148861
507030;13432
830362;859741
871481;391
919471;934023
191663;106800
381893;378955
9904;3953
20247;282985
470508;846062
756297;758074
66962;8110
128965;128642
775379;727726
689110;692186
849056;844918
158727;788225
150154;150324
566786;987894
478984;194420
152718;152617
748839;891709
759936;756209
1056445;1056466
1027101;1026994
154982;155019
10110;597258
592070;592068
575447;508069
59429;55907
884212;37126
799836;606
912936;33896
704683;144
1043416;1039819
120176;166190
848987;837404
152899;154079
153303;153189
10111;11701
152866;152934
759592;756300
1045516;1047604
982044;792585
1069308;748828
774101;856088
32577;32593
159779;159985
855542;293858
922012;917558
797203;763329
400560;28037
851305;855541
395403;9157
901562;55134
849605;293878
1096035;26664
839043;698536
19375;258287
155626;155575
855535;836684
93639;33151
987747;874088
21677;1048350
1066476;1022286
548392;464930
969930;968143
159708;159982
160165;160215
876394;592460
148973;148955
991910;799789
965986;919306
517191;435714
298543;319687
758226;755965
1084316;8345
755955;159657
249777;587
1066895;1066901
592878;759953
65573;18750
149696;149695
9842;429017
562398;543743
4663;537223
430439;170812
25754;9999
890963;890715
403092;172930
1026748;1026450
183923;9307
758067;761660
1045492;1045371
689417;689421
934593;933219
660962;757806
450149;758664
835762;1056452
112162;7073
379499;460
145886;44211
160339;159873
921398;921677
762581;90172
293015;1989
236882;320921
1097505;1089808
472376;13194
743273;1083410
160030;160177
839751;550097
10096;9932
370395;370406
316667;856737
513561;322144
327817;327819
430940;223576
724574;92288
155579;155611
279127;279126
728174;4003
411085;438460
241631;150944
673692;17307
665304;875770
159610;160315
312946;475093
19484;208078
836521;834719
519533;217301
7212;5893
250276;172933
762071;665491
671772;977108
152625;152751
117126;260141
475074;475121
153264;153833
750587;315
834885;660974
1068523;1065159
502123;170
23470;161
160103;159841
783224;696084
755206;63489
1056446;1049293
19379;49208
1024074;1034284
1049097;1057039
625458;136199
433796;857572
651083;244282
841289;847456
725419;20644
838815;835969
706241;706151
134985;3079
60313;595914
101430;70578
836115;950345
971877;987933
671844;87183
912317;912316
898334;12447
940120;180036
938935;919575
320191;15518
353570;58933
411544;109130
756218;756219
9972;646351
137121;4826
102158;121980
588492;563786
236108;1069328
189000;8648
932043;931134
68825;949
153236;153570
999592;17913
457513;683215
723405;377693
160582;1024774
748835;884974
482778;842616
381607;380277
82413;82429
219182;200087
311210;301774
154490;154382
644257;1103720
31865;497
154853;154127
536467;534614
238713;9080
843975;836105
1022969;1022989
365358;914986
365195;33486
82103;5012
1014875;980882
846061;838816
396601;351626
903899;973195
427673;4077
338435;9712
368701;368858
50497;921754
1061019;63572
121892;43002
1028660;71120
849059;470508
524883;479
68437;50577
57032;100
91362;13733
10105;9219
922019;933887
917845;834889
1010965;999281
1011271;946416
10042;3992
154546;154412
164954;1049295
828851;828860
590948;2917
20087;454517
200234;41179
39077;918738
891773;100772
919309;965576
934154;589596
159818;159737
21677;81596
885493;885506
381716;841156
330150;1999
929644;597179
9273;5132
153304;153593
912774;905908
768307;879562
160141;159765
833090;831602
1046812;753348
1052619;1056428
188996;657
852799;293872
834512;1052910
537644;532312
49;2816
921365;589627
763178;970102
621050;44729
62459;155494
623621;9558
160229;159940
666382;680712
1026349;1027013
935754;990415
402219;1079561
408705;836146
746302;689033
97969;28910
951676;951468
153268;153783
40715;41845
159770;159655
847338;841053
301144;240834
371708;64729
296506;1021247
153191;246829
436272;63098
570889;11704
844187;836535
381866;381934
298738;787830
184782;107214
947536;995384
89455;7890
8734;3600
159881;160205
156873;156895
150020;149868
258587;61817
175168;100901
152707;152705
3539;10044
327852;862052
358415;20821
1024523;801415
1072542;1072712
1004971;971337
816649;908
734382;17924
288986;449446
849236;853719
154008;92288
322548;315557
790556;761687
340760;19178
154052;153919
989416;989454
368985;219587
672522;349246
61886;60944
892229;987804
770614;155753
847434;838731
1042755;6100
1063884;1935
447310;94183
934561;77607
100312;81653
63296;948349
499547;281416
156130;730576
298361;139805
381672;380353
156845;182145
933890;933850
314281;152978
94150;49265
946419;952333
9530;8393
114536;117205
881893;938821
250329;15796
342296;393748
197293;36802
96520;29843
693834;1017113
577668;793214
160223;159949
381612;381677
9869;66421
152943;154049
378893;381651
378924;381833
205711;197457
1045247;1043403
108891;152607
973194;972101
857611;575269
767461;22416
283562;283563
1036819;178247
160686;160408
91060;11521
740192;18812
951757;951622
929726;21991
190876;735850
479477;56792
921667;919278
470574;840267
835975;470535
934019;456931
160215;159673
1023362;1031170
32431;470849
153284;153397
153083;153652
612381;31319
131637;12945
114151;339486
986543;985782
525888;1994
833320;1052920
921134;921668
36058;505265
101314;17307
848957;777600
148837;149006
262666;802112
1008885;787846
896901;896918
280795;308688
16026;54465
698531;854407
826256;219587
159650;159613
159653;160351
934128;965399
1047625;1056467
847338;848955
162640;694085
150297;150333
901894;901894
291800;60698
548934;638180
317335;236092
795498;340586
993639;993634
148415;149444
294760;422600
1034758;1042397
843957;847454
113276;70518
216102;264842
999118;6090
933886;917563
849426;101681
1104882;1109903
366175;529595
150000;101681
888658;1084722
9080;14136
849237;482829
632052;17365
1021485;1021245
508867;10754
835915;482776
763399;682933
378879;33946
844667;207
753701;703215
840072;752886
745508;202969
381967;381896
721266;61611
372891;16390
112390;294920
99975;21736
9954;3960
52570;728416
208155;208159
293878;840764
153268;153245
148907;148757
109050;102159
241345;14296
188999;10088
9669;3992
1063462;858455
1066902;1063372
48580;459196
174825;1026938
219355;291969
945521;965399
835798;835912
705738;705720
702087;78034
867408;70967
155915;155753
716510;815073
857732;649849
100841;189086
986060;972094
297242;296452
44267;614018
881461;70888
847573;838816
525513;12643
951762;951503
98283;1073860
892229;987963
756489;759444
2987;89833
705749;1032835
857595;857568
1054295;1049501
844501;935701
9838;3632
805371;11232
172956;840603
983897;907726
353298;983472
209178;1092783
706143;706396
668729;757292
33947;144
287313;130398
1084254;1935
1054962;92288
56013;27
381621;381683
109858;7625
359826;217336
149822;149753
835797;835909
722448;50536
164989;165060
6644;31950
1049122;53876
711167;48175
972075;990446
96994;24907
840266;836653
114592;40427
121715;172960
513595;482981
718073;289841
594794;13920
113264;851251
756394;159635
92275;95985
109175;1033522
381587;381695
840219;841945
378891;381621
912096;905632
149209;149190
708852;33296
7625;8861
917224;917418
381615;380351
254605;19903
9661;3196
353352;225622
171456;3451
153582;153500
148723;148782
284635;408044
965831;947599
154486;154221
792805;741645
836645;836904
121410;122307
159712;159625
24149;18641
382681;81670
710658;715394
773670;362787
71499;22352
758982;760651
43366;7751
873984;20835
28527;9462
155530;155652
275392;1065302
406910;969089
747216;777860
153929;154557
293869;835082
4473;4955
70438;66619
153212;153752
965995;945297
90324;173412
160325;160295
597177;829126
849295;419490
2136;983684
761663;761644
693773;5071
82569;82572
285464;378754
965496;4003
945298;921367
8046;2908
675424;785833
1106606;299042
651539;11621
716912;662140
293870;844838
1008423;971122
198281;67690
854434;470574
756225;760863
1022893;1015115
14361;10087
905072;92288
154568;154564
801435;120092
917538;965569
950335;1045464
29335;278066
869645;85326
467685;9239
551912;307197
610013;13404
1065724;1002043
1106263;1109923
796940;797095
976543;170040
13788;65131
280001;157959
381701;380229
726525;909044
313031;65815
102900;103219
800048;60698
878828;733652
966004;917556
381831;381714
42874;219707
165672;165490
9927;8720
934804;402465
379635;100084
9964;219832
341371;318094
749158;320292
337678;337677
